,id,filename_ndwi,filename_cloud,id.1,date,dir,dir_ndwi,dir_cloud,event,state,county,latitude,longitude,note,source,event_day,period,cluster_pixel_count_default,n_clusters_default,flooded_cluster_default,cluster_pixel_count_pca_i,n_clusters_pca_i,n_components_pca_i,flooded_cluster_pca_i,explained_variance_pca_i,inertia_result_pca_i,n_clusters_list_pca_i,cluster_pixel_count_flowline_pca_i,n_clusters_flowline_pca_i,n_components_flowline_pca_i,flooded_cluster_flowline_pca_i,explained_variance_flowline_pca_i,inertia_result_flowline_pca_i,n_clusters_list_flowline_pca_i,cluster_pixel_count_ndwi_pca_i,n_clusters_ndwi_pca_i,n_components_ndwi_pca_i,flooded_cluster_ndwi_pca_i,explained_variance_ndwi_pca_i,inertia_result_ndwi_pca_i,n_clusters_list_ndwi_pca_i,cluster_pixel_count_features_pca_i,n_clusters_features_pca_i,n_components_features_pca_i,flooded_cluster_features_pca_i,explained_variance_features_pca_i,inertia_result_features_pca_i,n_clusters_list_features_pca_i,ndwi_pixels
24,45142_20230726T153819_20230726T155051_T18TXP_VIS.tif,45142_20230726T153819_20230726T155051_T18TXP_NDWI.tif,45142_20230726T153819_20230726T155051_T18TXP_CLOUD.tif,45142,20230726,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Windsor,43.6226069,-72.52417891,White USGS HWM disc located in pine tree 1.5 ft up from ground. Tree has orange flagging and is facing the shed,stn,2023-07-10 to 2023-07-11,after flood,"{'cluster_0': 881184, 'cluster_1': 30745, 'cluster_2': 317491}",3,2,"{'cluster_0': 320052, 'cluster_1': 30789, 'cluster_2': 878579}",3,1,0,"[0.9195081652017091, 0.9663439258097117, 1.0]","[1572939.8361333397, 948636.4330656605, 657212.6869363476, 434708.9625598821, 326906.24554095574]","[2, 3, 4, 5, 6]","{'cluster_0': 887126, 'cluster_1': 29636, 'cluster_2': 312317, 'cluster_3': 341}",4,2,2,"[0.6900325794355562, 0.9396936736402519, 0.9747582108475707, 1.0]","[2801256.4413993806, 2168089.4167953986, 948839.5316271756, 657766.9732692193, 435285.39815474703]","[2, 3, 4, 5, 6]","{'cluster_0': 995623, 'cluster_1': 1065, 'cluster_2': 232732}",3,2,1,"[0.6904060251294968, 0.9398598980836292, 0.9747747427172428, 1.0000000000000002]","[3384854.0543380575, 1578233.2231530745, 960688.5510695083, 687113.4259941578, 462547.4566766927]","[2, 3, 4, 5, 6]","{'cluster_0': 319920, 'cluster_1': 30584, 'cluster_2': 878575, 'cluster_3': 341}",4,3,1,"[0.5528760049193961, 0.8241659612481618, 0.9518921746719881, 0.9798209488438814, 0.9999999999999999]","[4029507.852619844, 3380071.7252226896, 2012277.0128778457, 1051766.0835519298, 778216.3954384401]","[2, 3, 4, 5, 6]",1065
25,45288_20230711T153821_20230711T154201_T18TXP_VIS.tif,45288_20230711T153821_20230711T154201_T18TXP_NDWI.tif,45288_20230711T153821_20230711T154201_T18TXP_CLOUD.tif,45288,20230711,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Windsor,43.38146034,-72.63606431,Sharpie line on mudline on right corner of basement garage of 145 Depot St,stn,2023-07-10 to 2023-07-11,during flood,"{'cluster_0': 232086, 'cluster_1': 28835, 'cluster_2': 758827}",3,1,"{'cluster_0': 268187, 'cluster_1': 5173, 'cluster_2': 691179, 'cluster_3': 55209}",4,1,1,"[0.933979411974596, 0.9715011453416901, 1.0]","[1283861.8025818935, 728485.2814254621, 464804.27016819327, 322169.8142471857, 231892.30142090577]","[2, 3, 4, 5, 6]","{'cluster_0': 229768, 'cluster_1': 28337, 'cluster_2': 586, 'cluster_3': 761057}",4,2,1,"[0.701295199231171, 0.9506416842157679, 0.9787588309161199, 1.0]","[2301067.2500232663, 1286577.0740506933, 732765.0987716799, 468179.21460345865, 326389.75820163044]","[2, 3, 4, 5, 6]","{'cluster_0': 242084, 'cluster_1': 35436, 'cluster_2': 740153, 'cluster_3': 2075}",4,2,3,"[0.725729194540442, 0.9506812951154937, 0.9786550622059504, 1.0]","[2290202.8609157354, 1216028.9576754866, 725251.7947508558, 520237.23600524693, 399727.6586025933]","[2, 3, 4, 5, 6]","{'cluster_0': 905270, 'cluster_1': 111921, 'cluster_2': 586, 'cluster_3': 1971}",4,3,3,"[0.58154182032847, 0.7887644476659664, 0.9606541537701627, 0.9830228525583615, 1.0]","[3671063.8525907723, 2285774.8005090794, 1261325.7130034638, 771212.8950507108, 685677.7478584463]","[2, 3, 4, 5, 6]",2075
26,45319_20230706T153819_20230706T155055_T18TXN_VIS.tif,45319_20230706T153819_20230706T155055_T18TXN_NDWI.tif,45319_20230706T153819_20230706T155055_T18TXN_CLOUD.tif,45319,20230706,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Bennington,42.91243214,-73.25489001,"Green HWM disc with double headed nail and pink flagging on branch. HWM is on the DS side of birch tree (12 inch diameter) 4 ft from waters edge, ~50 ft from CHCL",stn,2023-07-10 to 2023-07-11,before flood,"{'cluster_0': 235014, 'cluster_1': 660426, 'cluster_2': 20736}",3,2,"{'cluster_0': 73189, 'cluster_1': 340981, 'cluster_2': 7315, 'cluster_3': 494691}",4,1,2,"[0.951833586004003, 0.9787607261105683, 1.0]","[1215370.1975218328, 675209.2056408095, 395683.89702840574, 249343.19083619857, 171465.07428686204]","[2, 3, 4, 5, 6]","{'cluster_0': 227792, 'cluster_1': 667540, 'cluster_2': 19999, 'cluster_3': 845}",4,2,2,"[0.7139143381431262, 0.963913124778693, 0.9840706931466499, 1.0]","[2131675.8807997154, 1591407.4069721336, 676249.9096504028, 396862.1353559654, 250654.58516403232]","[2, 3, 4, 5, 6]","{'cluster_0': 275335, 'cluster_1': 609859, 'cluster_2': 29595, 'cluster_3': 1387}",4,2,3,"[0.7296970003708112, 0.9642220982823682, 0.9843713838454928, 1.0000000000000002]","[2128448.315434528, 1563048.3104356225, 701843.4908158195, 459322.23567372526, 339082.50167691085]","[2, 3, 4, 5, 6]","{'cluster_0': 111269, 'cluster_1': 802687, 'cluster_2': 845, 'cluster_3': 1375}",4,3,3,"[0.5837810270800035, 0.7843063529022166, 0.9714072853917615, 0.9874972709507975, 1.0000000000000002]","[3044732.0183248855, 2129001.693325894, 1191554.8548872238, 709765.4911685137, 467341.61420329986]","[2, 3, 4, 5, 6]",1387
27,MNTM3_321_20230706T153819_20230706T155055_T18TXN_VIS.tif,MNTM3_321_20230706T153819_20230706T155055_T18TXN_NDWI.tif,MNTM3_321_20230706T153819_20230706T155055_T18TXN_CLOUD.tif,MNTM3_321,20230706,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,MA,Franklin,42.5802222,-72.5745,"[{""Statement"":""This is a dangerous flood situation. Areas along the reach of the Connecticut River from the Vermont border to Northampton should prepare for widespread flooding. If you are asked to evacuate, do so immediately."",""Value"":44},{""Statement"":""Widespread river flooding is expected from Deerfield and Montague City south through Whately and Sunderland. Take action now to protect life and property. Follow the directions of your emergency management officials. If asked to evacuate, do so immediately."",""Value"":40},{""Statement"":""Flooding will expand into portions of Montague and Greenfield downstream through Sunderland and Whately. Some residential areas may become inundated and localized road closures may be needed."",""Value"":37},{""Statement"":""Flooding will expand into portions of Montague and Greenfield downstream through Sunderland and Whately. Some residential areas may become inundated and localized road closures may be needed."",""Value"":35},{""Statement"":""Flooding of low lying areas outside of levee protection is likely from Greenfield and Montague downstream through Hatfield."",""Value"":33},{""Statement"":""Flooding of low lying areas outside of levee protection is likely from Greenfield through Hatfield."",""Value"":31},{""Statement"":""Flooding of low lying areas outside of levee protection is likely from Greenfield through Hatfield."",""Value"":30},{""Statement"":""Flooding of low lying areas is expected primarily from Montague downstream through Sunderland and Whately."",""Value"":29},{""Statement"":""Minor flooding is expected to overspread some of the farmland along the river from the Vermont border downstream through Hatfield and Hadley. Farming interests should take the necessary precautions to protect livestock and equipment."",""Value"":28}]",gauge,2023-07-11,before flood,"{'cluster_0': 1144786, 'cluster_1': 7520, 'cluster_2': 270359}",3,0,"{'cluster_0': 981428, 'cluster_1': 102115, 'cluster_2': 5201, 'cluster_3': 333921}",4,1,0,"[0.9634063442875035, 0.98672246061282, 1.0]","[1781298.4590091996, 961793.118365612, 511001.6139048645, 333814.23622579296, 243769.82823577418]","[2, 3, 4, 5, 6]","{'cluster_0': 1137321, 'cluster_1': 272749, 'cluster_2': 7853, 'cluster_3': 4742}",4,2,0,"[0.72276395365574, 0.97266927539768, 0.990047748894432, 1.0]","[3203966.87789003, 2384195.8947353177, 962692.980674045, 512582.74405383086, 335684.0849018353]","[2, 3, 4, 5, 6]","{'cluster_0': 1102869, 'cluster_1': 8073, 'cluster_2': 42523, 'cluster_3': 269200}",4,2,2,"[0.7225698956645744, 0.9755172402148766, 0.9904528441823492, 0.9999999999999999]","[3220640.5851714397, 1911883.573301075, 1073114.9112611327, 633973.4774188368, 454844.3533785163]","[2, 3, 4, 5, 6]","{'cluster_0': 1173167, 'cluster_1': 204540, 'cluster_2': 40216, 'cluster_3': 4742}",4,3,2,"[0.5782185817134865, 0.8017471176654747, 0.9804287508225998, 0.9923634336518272, 0.9999999999999999]","[4642746.750452218, 3315513.631706239, 1948266.2778787217, 1109627.6844672142, 670794.5724704504]","[2, 3, 4, 5, 6]",45365
28,TMVC3_39_20230726T153819_20230726T155051_T18TXM_VIS.tif,TMVC3_39_20230726T153819_20230726T155051_T18TXM_NDWI.tif,TMVC3_39_20230726T153819_20230726T155051_T18TXM_CLOUD.tif,TMVC3_39,20230726,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,CT,Hartford,41.9873186,-72.6058333333333,"[{""Statement"":""Significant and widespread flooding along the river can be expected from the Massachusetts towns of Agawam and Longmeadow, through the northern Connecticut towns of Suffield and Enfield."",""Value"":18},{""Statement"":""Flooding will become more widespread along the Connecticut River from the Massachusetts towns of Agawam and Longmeadow, through the northern Connecticut towns of Suffield and Enfield."",""Value"":17},{""Statement"":""Flooding impacts low lying areas along the Connecticut River from the Massachusetts towns of Agawam and Longmeadow, through the northern Connecticut towns of Suffield and Enfield."",""Value"":16},{""Statement"":""Lowland flooding will begin along the Connecticut River near Thompsonville."",""Value"":15}]",gauge,2023-07-12,after flood,"{'cluster_0': 938499, 'cluster_1': 9905, 'cluster_2': 464441}",3,0,"{'cluster_0': 467941, 'cluster_1': 10030, 'cluster_2': 934874}",3,1,2,"[0.9615835051434567, 0.98629020988345, 1.0]","[2287537.878607508, 913173.0485436319, 519491.923376989, 344436.46953291347, 234820.10994760337]","[2, 3, 4, 5, 6]","{'cluster_0': 933140, 'cluster_1': 10024, 'cluster_2': 466050, 'cluster_3': 3631}",4,2,0,"[0.7212607114779752, 0.9712307327228713, 0.9897187418483716, 0.9999999999999999]","[3658809.967804085, 2325498.1119448678, 914031.6092521966, 521028.8733086718, 346209.0679403116]","[2, 3, 4, 5, 6]","{'cluster_0': 913787, 'cluster_1': 9731, 'cluster_2': 445177, 'cluster_3': 44150}",4,2,3,"[0.7251995455874833, 0.9726706481406715, 0.9897897894873038, 0.9999999999999999]","[3698444.928725542, 2283822.667775058, 962169.1955672088, 583493.6878174536, 411389.09644543065]","[2, 3, 4, 5, 6]","{'cluster_0': 1075277, 'cluster_1': 293265, 'cluster_2': 44303}",3,3,2,"[0.5801804125926172, 0.8000134116255663, 0.9781406620785631, 0.9918319029377806, 1.0]","[5077514.625890734, 3706193.2289836225, 2337339.5022799443, 990640.9214765789, 612201.9188432419]","[2, 3, 4, 5, 6]",46441
29,45423_20230726T153819_20230726T155051_T18TXP_VIS.tif,45423_20230726T153819_20230726T155051_T18TXP_NDWI.tif,45423_20230726T153819_20230726T155051_T18TXP_CLOUD.tif,45423,20230726,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Rutland,43.6624667,-72.7734469,HWM disc on same tree as Irene HWM. Located 100 ft US of bridge and 12 ft landward from waters edge (LB),stn,2023-07-10 to 2023-07-11,after flood,"{'cluster_0': 1210194, 'cluster_1': 14803, 'cluster_2': 165657}",3,0,"{'cluster_0': 1001143, 'cluster_1': 6650, 'cluster_2': 353003, 'cluster_3': 29858}",4,1,0,"[0.9570000511943226, 0.9861494585666957, 1.0]","[1638146.7649455853, 990379.6749615902, 600380.0342051296, 418156.5805259836, 301595.41642431647]","[2, 3, 4, 5, 6]","{'cluster_0': 1365775, 'cluster_1': 24807, 'cluster_2': 72}",3,2,0,"[0.7177674370475621, 0.9677656872427631, 0.9896131952687162, 1.0]","[3028876.952716386, 1638000.7023084192, 989965.6644024189, 600428.057826001, 417788.85067991016]","[2, 3, 4, 5, 6]","{'cluster_0': 1243906, 'cluster_1': 13608, 'cluster_2': 3112, 'cluster_3': 130028}",4,2,2,"[0.7177701116045007, 0.9685416505712496, 0.9897098599812005, 1.0]","[3032575.4434273094, 1719865.7146745468, 1073935.597407981, 684675.166971191, 501811.52442199877]","[2, 3, 4, 5, 6]","{'cluster_0': 999764, 'cluster_1': 6554, 'cluster_2': 3056, 'cluster_3': 29724, 'cluster_4': 351484, 'cluster_5': 72}",6,3,2,"[0.5742284552766138, 0.7950555217865742, 0.9748339072583453, 0.9917678897122362, 1.0000000000000002]","[4423231.21967465, 3087873.814786594, 2441723.438036275, 2052594.8050837386, 691112.5167060537]","[2, 3, 4, 5, 6]",3305
30,44911_20230711T153821_20230711T154201_T18TXP_VIS.tif,44911_20230711T153821_20230711T154201_T18TXP_NDWI.tif,44911_20230711T153821_20230711T154201_T18TXP_CLOUD.tif,44911,20230711,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Orange,43.93431942,-72.65773882,White USGS HWM marker in base of pine tree across river from gage 01142500,stn,2023-07-10 to 2023-07-11,during flood,"{'cluster_0': 960931, 'cluster_1': 41034, 'cluster_2': 363350}",3,1,"{'cluster_0': 949969, 'cluster_1': 52955, 'cluster_2': 361210, 'cluster_3': 1181}",4,1,1,"[0.9316731157151623, 0.979149541951889, 0.9999999999999999]","[1777982.4699117146, 1039327.0731433528, 648255.8035294276, 448399.209529595, 319772.7815246198]","[2, 3, 4, 5, 6]","{'cluster_0': 967851, 'cluster_1': 358095, 'cluster_2': 1644, 'cluster_3': 37725}",4,2,3,"[0.6997819211677695, 0.9488891180876476, 0.9844018920219721, 1.0]","[3140473.5048694275, 1780403.4235003523, 1043885.0884418857, 654087.6813651957, 454331.78654455434]","[2, 3, 4, 5, 6]","{'cluster_0': 966076, 'cluster_1': 358474, 'cluster_2': 1690, 'cluster_3': 39075}",4,2,2,"[0.7049298413935318, 0.9491361670446514, 0.98437436056344, 0.9999999999999998]","[3140132.6379608978, 1755275.2771570042, 1052269.5637575444, 723448.1350983004, 527493.8194611688]","[2, 3, 4, 5, 6]","{'cluster_0': 1057506, 'cluster_1': 304568, 'cluster_2': 3241}",3,3,2,"[0.5648672892819468, 0.7713415926913708, 0.9593986986577915, 0.9875298133705294, 0.9999999999999999]","[4502523.706625242, 3096756.169327664, 2388365.9209979847, 1127925.804132364, 800177.6048697946]","[2, 3, 4, 5, 6]",1690
31,45310_20230726T153819_20230726T155051_T18TXN_VIS.tif,45310_20230726T153819_20230726T155051_T18TXN_NDWI.tif,45310_20230726T153819_20230726T155051_T18TXN_CLOUD.tif,45310,20230726,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Windham,42.86892825,-72.8706444,Wooden stake with pink flagging 179 ft from US face in line with old wooden door on building DS of church,stn,2023-07-10 to 2023-07-11,after flood,"{'cluster_0': 820379, 'cluster_1': 38666, 'cluster_2': 227037}",3,0,"{'cluster_0': 827363, 'cluster_1': 220766, 'cluster_2': 37953}",3,1,0,"[0.9122794006186784, 0.9663927972003044, 0.9999999999999999]","[1241867.9107228667, 715575.6152308491, 500477.8313877251, 352659.8917514509, 252259.66015252107]","[2, 3, 4, 5, 6]","{'cluster_0': 820351, 'cluster_1': 39269, 'cluster_2': 1023, 'cluster_3': 225439}",4,2,0,"[0.6842142010845076, 0.9344637236532585, 0.9748007395520144, 1.0]","[2329053.025594413, 1244368.0024199507, 719009.3805070816, 504196.9014841052, 356678.1148084527]","[2, 3, 4, 5, 6]","{'cluster_0': 804595, 'cluster_1': 38248, 'cluster_2': 218003, 'cluster_3': 25236}",4,2,3,"[0.689068865164059, 0.944009356947155, 0.9747948867650578, 0.9999999999999998]","[2368180.5606863312, 1835715.510597167, 721000.643786371, 512191.9139490343, 366074.8695626602]","[2, 3, 4, 5, 6]","{'cluster_0': 809213, 'cluster_1': 214003, 'cluster_2': 37241, 'cluster_3': 25625}",4,3,3,"[0.5512916975121256, 0.7766900140645017, 0.9552168357494104, 0.9798407270412662, 1.0000000000000002]","[4005294.641362195, 2921843.079231932, 1786307.2913497253, 735252.3395400036, 526541.602597519]","[2, 3, 4, 5, 6]",25283
32,44909_20230711T153821_20230711T154201_T18TXP_VIS.tif,44909_20230711T153821_20230711T154201_T18TXP_NDWI.tif,44909_20230711T153821_20230711T154201_T18TXP_CLOUD.tif,44909,20230711,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Rutland,43.60500752,-73.01468347,"HWM is located on metal fence, gate post, streamward side. Marked with orange ribbon and paint.",stn,2023-07-10 to 2023-07-11,during flood,"{'cluster_0': 1145625, 'cluster_1': 177115, 'cluster_2': 27221}",3,1,"{'cluster_0': 896772, 'cluster_1': 119377, 'cluster_2': 313933, 'cluster_3': 19879}",4,1,1,"[0.9669425222948472, 0.9848315929003163, 1.0]","[1260254.2636780366, 774055.1138841113, 408409.44276367803, 284656.1505324882, 201497.33365397155]","[2, 3, 4, 5, 6]","{'cluster_0': 1194161, 'cluster_1': 153655, 'cluster_2': 2145}",3,2,1,"[0.7257727364221763, 0.9752960452216402, 0.9886274930878777, 1.0]","[2606553.6996631674, 1265918.884253535, 779474.3175985996, 415632.2904130666, 292126.50205014134]","[2, 3, 4, 5, 6]","{'cluster_0': 1099347, 'cluster_1': 180115, 'cluster_2': 36039, 'cluster_3': 34460}",4,2,2,"[0.7746287294363192, 0.9798712518043322, 0.9916173828978567, 1.0]","[2343744.9214668176, 1305778.1581400812, 780947.0783861682, 504166.20745897415, 369215.06960430124]","[2, 3, 4, 5, 6]","{'cluster_0': 1218574, 'cluster_1': 129242, 'cluster_2': 2145}",3,3,1,"[0.6203241241190315, 0.8215361230325104, 0.9839241638326717, 0.9933163044059893, 1.0]","[3689587.651648989, 2351789.2423265665, 1327402.9920252506, 803662.6757332766, 527180.0942769434]","[2, 3, 4, 5, 6]",37389
33,45427_20230706T153819_20230706T155055_T18TXP_VIS.tif,45427_20230706T153819_20230706T155055_T18TXP_NDWI.tif,45427_20230706T153819_20230706T155055_T18TXP_CLOUD.tif,45427,20230706,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Windsor,43.5008282,-72.71800828,"White HWM disc in 24 inch tree facing rivers edge. 159 ft DS on LB, 15 ft from rivers edge",stn,2023-07-10 to 2023-07-11,before flood,"{'cluster_0': 658877, 'cluster_1': 243414, 'cluster_2': 13270}",3,0,"{'cluster_0': 593132, 'cluster_1': 33749, 'cluster_2': 287299, 'cluster_3': 1381}",4,1,0,"[0.908238493353121, 0.9614169780982951, 1.0]","[1357564.9902452938, 820248.9521873307, 482192.93489273265, 322836.87418714666, 237500.6124432999]","[2, 3, 4, 5, 6]","{'cluster_0': 825735, 'cluster_1': 89477, 'cluster_2': 349}",3,2,0,"[0.6813723814396542, 0.931362530755737, 0.9710717048585715, 1.0]","[2273748.6989202555, 1356914.3077118334, 819934.259221036, 481864.62738776376, 322738.6917508582]","[2, 3, 4, 5, 6]","{'cluster_0': 821906, 'cluster_1': 11406, 'cluster_2': 82249}",3,2,1,"[0.6864259413214213, 0.9378759681700717, 0.9719128150887614, 1.0]","[2458718.575080328, 1339365.40468476, 809629.4821313987, 475476.2329251617, 323135.20572803897]","[2, 3, 4, 5, 6]","{'cluster_0': 712052, 'cluster_1': 6128, 'cluster_2': 185905, 'cluster_3': 11476}",4,3,3,"[0.5494461927993828, 0.7768482838814863, 0.9503010475994176, 0.9775302631779068, 1.0]","[3212241.3078167653, 2670614.2292650295, 1703357.0790522497, 814190.6007112848, 480099.06807270064]","[2, 3, 4, 5, 6]",11586
34,45206_20230726T153819_20230726T155051_T18TXN_VIS.tif,45206_20230726T153819_20230726T155051_T18TXN_NDWI.tif,45206_20230726T153819_20230726T155051_T18TXN_CLOUD.tif,45206,20230726,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Windsor,43.25829309,-72.58747966,Wash line at base of tree (13 inch diameter) DSL across the road from gas station near the confluence with Lovers Lane Brook,stn,2023-07-10 to 2023-07-11,after flood,"{'cluster_0': 744521, 'cluster_1': 24707, 'cluster_2': 198833}",3,1,"{'cluster_0': 257326, 'cluster_1': 3833, 'cluster_2': 651888, 'cluster_3': 55014}",4,1,1,"[0.9329911619253375, 0.9689809703529542, 0.9999999999999999]","[1232532.8378948388, 738723.7732637102, 473583.5314508203, 321036.23109947063, 239889.97834925525]","[2, 3, 4, 5, 6]","{'cluster_0': 750596, 'cluster_1': 24048, 'cluster_2': 777, 'cluster_3': 192640}",4,2,1,"[0.7003238213360607, 0.9498000007166463, 0.9767721922496464, 1.0000000000000002]","[2196918.1790945707, 1234049.234778049, 741936.6745979814, 477455.3342809547, 325054.62412208924]","[2, 3, 4, 5, 6]","{'cluster_0': 868801, 'cluster_1': 73, 'cluster_2': 99187}",3,2,1,"[0.7027904987049727, 0.9497963307185915, 0.976762350308107, 1.0]","[2688232.1734183254, 1219361.33193805, 731769.8408565605, 476628.9916783148, 326033.50468954904]","[2, 3, 4, 5, 6]","{'cluster_0': 868327, 'cluster_1': 73, 'cluster_2': 769, 'cluster_3': 98892}",4,3,1,"[0.5627302356980304, 0.7669828178220814, 0.9598820762900485, 0.9814371589850579, 1.0]","[3655433.7585649304, 2693119.447116943, 1229771.4913236469, 743744.0955055188, 489448.34411400364]","[2, 3, 4, 5, 6]",73
35,GILN3_337_20230706T153819_20230706T155055_T18TYN_VIS.tif,GILN3_337_20230706T153819_20230706T155055_T18TYN_NDWI.tif,GILN3_337_20230706T153819_20230706T155055_T18TYN_CLOUD.tif,GILN3_337,20230706,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,NH,Cheshire,43.0391666666667,-72.2705555555556,"[{""Statement"":""Major flooding occurs. Properties between Maine Street and Church Street in Gilsum cut off by floodwaters if coinciding high flows on Hayward Brook. "",""Value"":12},{""Statement"":""Route 10 near Kinson State Wildlife Area in Marlow vulnerable to flooding. "",""Value"":11.5},{""Statement"":""Moderate flooding occurs. Water up to Main Street in Gilsum. "",""Value"":11},{""Statement"":""Gilsum Road between Southwoods Road and New Hampshire Route 12A flooded. "",""Value"":10.5},{""Statement"":""In Gilsum, Riverside Road flooded and homes cut-off. Howard Road bridge inaccessible from Old Marlow Road. "",""Value"":10},{""Statement"":""Water up to Spring Street in Gilsum. "",""Value"":9.5},{""Statement"":""Water encroaches on Riverside Road in Gilsum and Greenes Landing Road in Marlow. "",""Value"":9},{""Statement"":""Water approaches properties along Old Marlow Road in Gilsum. "",""Value"":8.5}]",gauge,2023-07-10,before flood,"{'cluster_0': 1086578, 'cluster_1': 18812, 'cluster_2': 197686}",3,0,"{'cluster_0': 991669, 'cluster_1': 36122, 'cluster_2': 272127, 'cluster_3': 3158}",4,1,0,"[0.918067032462781, 0.9714124276897509, 0.9999999999999999]","[1706490.1485527498, 1017832.3712824627, 676580.7064086207, 464955.7767010676, 342184.0755341201]","[2, 3, 4, 5, 6]","{'cluster_0': 1093644, 'cluster_1': 18246, 'cluster_2': 1383, 'cluster_3': 189803}",4,2,0,"[0.6885624230806408, 0.9388509375452037, 0.9785674967665211, 1.0]","[3010990.2904510507, 1708763.7143547214, 1022002.4452499565, 681576.8245339497, 470395.16644148005]","[2, 3, 4, 5, 6]","{'cluster_0': 1094319, 'cluster_1': 17435, 'cluster_2': 12892, 'cluster_3': 178430}",4,2,2,"[0.6932748259168756, 0.9462274797635792, 0.9794443665619498, 1.0000000000000002]","[3047161.6813366082, 1678151.5109664425, 1000391.5944819436, 662869.8429979378, 458370.5392702308]","[2, 3, 4, 5, 6]","{'cluster_0': 1095537, 'cluster_1': 177220, 'cluster_2': 17427, 'cluster_3': 12892}",4,3,3,"[0.5546216237328543, 0.7668231561897295, 0.9570953036599947, 0.9835644856322784, 1.0000000000000002]","[4851504.470693366, 3658409.674714384, 2298849.053737988, 1962021.6757373442, 686621.4650527249]","[2, 3, 4, 5, 6]",12922
